num_distr,mouse.time,mouse.clicked_name,,,,,
10,1.8582156,['target',,,,,
10,2.0664588,['target',,,,,
10,2.1805929,['target',,,,,
10,2.0965954,['target',,,,,
10,2.5183949,['target',,,,,
10,1.8315069,['target',,,,,
10,1.8202081,['target',,,,,
10,2.6989873,['target',,,,,
10,2.0631992,['target',,,,,
10,1.8168579,['target',,,,,
10,1.6832019,['target',,,,,
10,2.4640358,['target',,,,,
10,1.4318399,['target',,,,,
10,1.5989579,['target',,,,,
10,1.4095953,['target',,,,,
10,2.9244161,['target',,,,,
10,1.7824716,['target',,,,,
10,3.0750442,['target',,,,,
10,1.8599938,['target',,,,,
10,1.8595864,['target',,,,,
10,1.3240821,['target',,,,,
10,1.6233506,['target',,,,,
10,1.6931064,['target',,,,,
10,1.6953116,['target',,,,,
10,1.6523427,['target',,,,,
10,1.1670043,['target',,,,,
10,2.054062,['target',,,,,
10,1.5690331,['target',,,,,
10,1.66757,['target',,,,,
10,1.5163742,['target',,,,,
10,1.300557,['target',,,,,
10,1.5948198,['target',,,,,
10,1.2013619,['target',,,,,
10,1.2678113,['target',,,,,
